from_node,to_node,distance_m,road_type,max_speed_kmh,oneway
11007241816,3661544595,21.83,service,20,0
3661544595,11007241816,21.83,service,20,0
3661544595,3661544594,19.31,service,20,0
3661544594,3661544595,19.31,service,20,0
3661544605,11007431922,38.81,service,20,0
11007431922,3661544605,38.81,service,20,0
11007431922,3661544593,15.54,service,20,0
3661544593,11007431922,15.54,service,20,0
3661544593,11007431952,18.48,service,20,0
11007431952,3661544593,18.48,service,20,0
11007431952,11007431933,13.95,service,20,0
11007431933,11007431952,13.95,service,20,0
11007431933,12920656818,13.34,service,20,0
12920656818,11007431933,13.34,service,20,0
12920656818,3661544596,6.53,service,20,0
3661544596,12920656818,6.53,service,20,0
267197928,11007431932,15.75,service,20,0
11007431932,267197928,15.75,service,20,0
11007431932,3661544605,36.02,service,20,0
3661544605,11007431932,36.02,service,20,0
3661544605,3661544604,108.48,service,20,0
3661544604,3661544605,108.48,service,20,0
3661544604,9859986534,2.49,service,20,0
9859986534,3661544604,2.49,service,20,0
9859986534,9859986535,2.30,service,20,0
9859986535,9859986534,2.30,service,20,0
9859986535,3661544602,3.36,service,20,0
3661544602,9859986535,3.36,service,20,0
3661544602,11007431925,22.32,service,20,0
11007431925,3661544602,22.32,service,20,0
11007431925,11007431929,44.95,service,20,0
11007431929,11007431925,44.95,service,20,0
11007431929,11007431931,41.22,service,20,0
11007431931,11007431929,41.22,service,20,0
11007431931,3661544590,28.52,service,20,0
3661544590,11007431931,28.52,service,20,0
3661544590,11007431936,6.52,service,20,0
11007431936,3661544590,6.52,service,20,0
11007431936,11007431937,4.50,service,20,0
11007431937,11007431936,4.50,service,20,0
11007431937,3661544592,107.65,service,20,0
3661544592,11007431937,107.65,service,20,0
11007241842,11007241815,11.42,service,20,0
11007241815,11007241842,11.42,service,20,0
11007241815,3661544603,94.69,service,20,0
3661544603,11007241815,94.69,service,20,0
3661544603,9859986532,3.69,service,20,0
9859986532,3661544603,3.69,service,20,0
9859986532,9859986533,3.10,service,20,0
9859986533,9859986532,3.10,service,20,0
9859986533,9859986531,3.34,service,20,0
9859986531,9859986533,3.34,service,20,0
9859986531,3661544597,29.87,service,20,0
3661544597,9859986531,29.87,service,20,0
3661544597,11007241849,69.77,service,20,0
11007241849,3661544597,69.77,service,20,0
11007241849,3661544591,43.27,service,20,0
3661544591,11007241849,43.27,service,20,0
3661544591,11007241854,5.22,service,20,0
11007241854,3661544591,5.22,service,20,0
11007241854,3661544588,13.56,service,20,0
3661544588,11007241854,13.56,service,20,0
3731950235,11645007492,14.69,residential,30,0
11645007492,3731950235,14.69,residential,30,0
11645007492,3731950239,8.82,residential,30,0
3731950239,11645007492,8.82,residential,30,0
3731950239,9854685966,59.54,residential,30,0
9854685966,3731950239,59.54,residential,30,0
9854685966,9854685965,6.12,residential,30,0
9854685965,9854685966,6.12,residential,30,0
9854685965,3731950236,5.89,residential,30,0
3731950236,9854685965,5.89,residential,30,0
3731950236,9854685964,60.05,residential,30,0
9854685964,3731950236,60.05,residential,30,0
9854685964,3731950237,3.82,residential,30,0
3731950237,9854685964,3.82,residential,30,0
3731950240,11645007493,8.71,residential,30,0
11645007493,3731950240,8.71,residential,30,0
11645007493,3731950241,15.91,residential,30,0
3731950241,11645007493,15.91,residential,30,0
3734063089,3734063083,18.57,service,20,0
3734063083,3734063089,18.57,service,20,0
3734063097,3734063089,90.34,service,20,0
3734063089,3734063097,90.34,service,20,0
3734063089,3734063086,63.25,service,20,0
3734063086,3734063089,63.25,service,20,0
3739060401,9861821191,28.46,residential,30,0
9861821191,3739060401,28.46,residential,30,0
9861821191,3739060398,24.86,residential,30,0
3739060398,9861821191,24.86,residential,30,0
3739060398,10254891672,4.98,residential,30,0
10254891672,3739060398,4.98,residential,30,0
10254891672,1764159495,44.20,residential,30,0
1764159495,10254891672,44.20,residential,30,0
1764159495,10254891670,8.20,residential,30,0
10254891670,1764159495,8.20,residential,30,0
10254891670,10254891668,71.85,residential,30,0
10254891668,10254891670,71.85,residential,30,0
10254891668,1764159509,9.71,residential,30,0
1764159509,10254891668,9.71,residential,30,0
1764159509,9767122048,59.96,residential,30,0
9767122048,1764159509,59.96,residential,30,0
9767122048,1764159481,40.54,residential,30,0
1764159481,9767122048,40.54,residential,30,0
1764159481,1764159455,19.44,residential,30,0
1764159455,1764159481,19.44,residential,30,0
1764159455,1764159510,16.76,residential,30,0
1764159510,1764159455,16.76,residential,30,0
1764159510,9861821140,9.88,residential,30,0
9861821140,1764159510,9.88,residential,30,0
9861821140,1764159502,11.17,residential,30,0
1764159502,9861821140,11.17,residential,30,0
1764159502,1764159458,71.63,residential,30,0
1764159458,1764159502,71.63,residential,30,0
1764159458,1764159496,13.83,residential,30,0
1764159496,1764159458,13.83,residential,30,0
1764159496,1764159487,25.06,residential,30,0
1764159487,1764159496,25.06,residential,30,0
1764159487,11644697971,23.12,residential,30,0
11644697971,1764159487,23.12,residential,30,0
11644697971,1764159491,2.73,residential,30,0
1764159491,11644697971,2.73,residential,30,0
1764159491,1764159478,27.24,residential,30,0
1764159478,1764159491,27.24,residential,30,0
1764159478,1764159468,27.21,residential,30,0
1764159468,1764159478,27.21,residential,30,0
1764159468,1764159469,26.24,residential,30,0
1764159469,1764159468,26.24,residential,30,0
1764159469,1764159498,26.97,residential,30,0
1764159498,1764159469,26.97,residential,30,0
1764159498,1764159525,41.74,residential,30,0
1764159525,1764159498,41.74,residential,30,0
1764159525,1764159444,23.80,residential,30,0
1764159444,1764159525,23.80,residential,30,0
1764159444,9861819322,7.54,residential,30,0
9861819322,1764159444,7.54,residential,30,0
9861819322,1764159446,8.92,residential,30,0
1764159446,9861819322,8.92,residential,30,0
1764159446,1764159484,12.25,residential,30,0
1764159484,1764159446,12.25,residential,30,0
1764159484,1764159460,52.73,residential,30,0
1764159460,1764159484,52.73,residential,30,0
1764159460,9861819323,11.43,residential,30,0
9861819323,1764159460,11.43,residential,30,0
9861819323,9861819324,8.92,residential,30,0
9861819324,9861819323,8.92,residential,30,0
9861819324,1764159472,9.75,residential,30,0
1764159472,9861819324,9.75,residential,30,0
1764159472,1764159461,115.65,residential,30,0
1764159461,1764159472,115.65,residential,30,0
1764159461,9861819321,3.98,residential,30,0
9861819321,1764159461,3.98,residential,30,0
9861819321,1764159464,4.89,residential,30,0
1764159464,9861819321,4.89,residential,30,0
1764159464,1764159504,3.86,residential,30,0
1764159504,1764159464,3.86,residential,30,0
1764159504,1764159474,86.50,residential,30,0
1764159474,1764159504,86.50,residential,30,0
1764159474,9861819329,27.13,residential,30,0
9861819329,1764159474,27.13,residential,30,0
9861819329,9861821148,10.34,residential,30,0
9861821148,9861819329,10.34,residential,30,0
9861821148,1764159454,16.50,residential,30,0
1764159454,9861821148,16.50,residential,30,0
1764159454,1764159497,83.59,residential,30,0
1764159497,1764159454,83.59,residential,30,0
1764159497,10197041966,29.18,residential,30,0
10197041966,1764159497,29.18,residential,30,0
10197041966,1764159434,102.06,residential,30,0
1764159434,10197041966,102.06,residential,30,0
1764159434,9861821150,4.81,residential,30,0
9861821150,1764159434,4.81,residential,30,0
9861821150,9861821149,3.27,residential,30,0
9861821149,9861821150,3.27,residential,30,0
9861821149,1764159505,4.42,residential,30,0
1764159505,9861821149,4.42,residential,30,0
1764159505,1764159441,49.41,residential,30,0
1764159441,1764159505,49.41,residential,30,0
1764159441,9861821152,6.56,residential,30,0
9861821152,1764159441,6.56,residential,30,0
9861821152,1764159485,4.96,residential,30,0
1764159485,9861821152,4.96,residential,30,0
1764159485,9861821151,4.29,residential,30,0
9861821151,1764159485,4.29,residential,30,0
9861821151,1764159448,4.90,residential,30,0
1764159448,9861821151,4.90,residential,30,0
1764159448,3739060389,40.44,residential,30,0
3739060389,1764159448,40.44,residential,30,0
3739060389,9861821154,8.31,residential,30,0
9861821154,3739060389,8.31,residential,30,0
9861821154,9861821153,6.53,residential,30,0
9861821153,9861821154,6.53,residential,30,0
9861821153,3739060390,6.85,residential,30,0
3739060390,9861821153,6.85,residential,30,0
3739060390,3739060391,44.45,residential,30,0
3739060391,3739060390,44.45,residential,30,0
3739060391,3739060392,51.74,residential,30,0
3739060392,3739060391,51.74,residential,30,0
3739060392,9861821155,6.80,residential,30,0
9861821155,3739060392,6.80,residential,30,0
9861821155,3739060393,4.65,residential,30,0
3739060393,9861821155,4.65,residential,30,0
3739060393,9861821156,8.08,residential,30,0
9861821156,3739060393,8.08,residential,30,0
9861821156,3739060394,4.12,residential,30,0
3739060394,9861821156,4.12,residential,30,0
3739060394,9861821158,5.81,residential,30,0
9861821158,3739060394,5.81,residential,30,0
9861821158,9861821157,4.99,residential,30,0
9861821157,9861821158,4.99,residential,30,0
9861821157,10254899938,14.10,residential,30,0
10254899938,9861821157,14.10,residential,30,0
10254899938,10254899925,29.10,residential,30,0
10254899925,10254899938,29.10,residential,30,0
10254899925,10254899924,37.54,residential,30,0
10254899924,10254899925,37.54,residential,30,0
10254899924,10254899905,28.23,residential,30,0
10254899905,10254899924,28.23,residential,30,0
10254899905,4233512117,27.12,residential,30,0
4233512117,10254899905,27.12,residential,30,0
4233512117,10248673243,56.16,residential,30,0
10248673243,4233512117,56.16,residential,30,0
10248673243,3739060396,22.53,residential,30,0
3739060396,10248673243,22.53,residential,30,0
3739060396,10254899890,4.26,residential,30,0
10254899890,3739060396,4.26,residential,30,0
10254899890,9861821164,11.88,residential,30,0
9861821164,10254899890,11.88,residential,30,0
9861821164,10254899877,11.32,residential,30,0
10254899877,9861821164,11.32,residential,30,0
10254899877,9861821165,3.12,residential,30,0
9861821165,10254899877,3.12,residential,30,0
9861821165,9861821166,13.67,residential,30,0
9861821166,9861821165,13.67,residential,30,0
9861821166,10254899868,10.14,residential,30,0
10254899868,9861821166,10.14,residential,30,0
10254899868,3739060399,5.02,residential,30,0
3739060399,10254899868,5.02,residential,30,0
3739060399,10254899860,38.54,residential,30,0
10254899860,3739060399,38.54,residential,30,0
10254899860,9861879573,7.49,residential,30,0
9861879573,10254899860,7.49,residential,30,0
9861879573,9861821173,13.75,residential,30,0
9861821173,9861879573,13.75,residential,30,0
9861821173,10254899824,3.86,residential,30,0
10254899824,9861821173,3.86,residential,30,0
10254899824,3739060403,10.15,residential,30,0
3739060403,10254899824,10.15,residential,30,0
3739060403,9861821167,8.19,residential,30,0
9861821167,3739060403,8.19,residential,30,0
9861821167,10254899815,3.77,residential,30,0
10254899815,9861821167,3.77,residential,30,0
10254899815,9861821172,5.99,residential,30,0
9861821172,10254899815,5.99,residential,30,0
9861821172,9861821168,10.63,residential,30,0
9861821168,9861821172,10.63,residential,30,0
9861821168,3739060405,12.71,residential,30,0
3739060405,9861821168,12.71,residential,30,0
3739060405,10254899810,21.48,residential,30,0
10254899810,3739060405,21.48,residential,30,0
10254899810,9861821169,4.56,residential,30,0
9861821169,10254899810,4.56,residential,30,0
9861821169,9861821171,9.07,residential,30,0
9861821171,9861821169,9.07,residential,30,0
9861821171,9861821170,10.69,residential,30,0
9861821170,9861821171,10.69,residential,30,0
9861821170,3739060406,10.03,residential,30,0
3739060406,9861821170,10.03,residential,30,0
3739060406,10254891689,18.47,residential,30,0
10254891689,3739060406,18.47,residential,30,0
10254891689,3739060408,34.95,residential,30,0
3739060408,10254891689,34.95,residential,30,0
1116427585,9853189369,32.44,residential,30,0
9853189369,1116427585,32.44,residential,30,0
9853189369,3739060397,15.77,residential,30,0
3739060397,9853189369,15.77,residential,30,0
3739060397,9853189368,17.16,residential,30,0
9853189368,3739060397,17.16,residential,30,0
9853189368,6752784660,17.16,residential,30,0
6752784660,9853189368,17.16,residential,30,0
6752784660,13271997043,13.13,residential,30,0
13271997043,6752784660,13.13,residential,30,0
13271997043,3739060400,6.86,residential,30,0
3739060400,13271997043,6.86,residential,30,0
3739060400,3739060404,75.84,residential,30,0
3739060404,3739060400,75.84,residential,30,0
3858542494,3858542492,50.53,service,20,0
3858542492,3858542494,50.53,service,20,0
3858542492,3858542491,130.91,service,20,0
3858542491,3858542492,130.91,service,20,0
3858542491,9867707040,35.67,service,20,0
9867707040,3858542491,35.67,service,20,0
9867707040,9867707039,12.06,service,20,0
9867707039,9867707040,12.06,service,20,0
9867707039,3858542490,10.55,service,20,0
3858542490,9867707039,10.55,service,20,0
3858542490,3858542489,63.60,service,20,0
3858542489,3858542490,63.60,service,20,0
3858542489,9867707041,23.04,service,20,0
9867707041,3858542489,23.04,service,20,0
9867707041,3858542488,25.69,service,20,0
3858542488,9867707041,25.69,service,20,0
3858542488,9867707043,6.68,service,20,0
9867707043,3858542488,6.68,service,20,0
9867707043,9867707044,6.47,service,20,0
9867707044,9867707043,6.47,service,20,0
9867707044,9867707045,10.64,service,20,0
9867707045,9867707044,10.64,service,20,0
9867707045,9867707042,15.59,service,20,0
9867707042,9867707045,15.59,service,20,0
9867707042,9867707046,7.69,service,20,0
9867707046,9867707042,7.69,service,20,0
9867707046,3739899977,8.03,service,20,0
3739899977,9867707046,8.03,service,20,0
3739899977,3739899819,60.91,service,20,0
3739899819,3739899977,60.91,service,20,0
3739899819,9869515822,5.98,service,20,0
9869515822,3739899819,5.98,service,20,0
9869515822,3739899822,6.05,service,20,0
3739899822,9869515822,6.05,service,20,0
3739899822,9867707047,37.70,service,20,0
9867707047,3739899822,37.70,service,20,0
3739919758,9867854574,4.43,service,20,0
9867854574,3739919758,4.43,service,20,0
9867854574,9867854576,4.54,service,20,0
9867854576,9867854574,4.54,service,20,0
9867854576,9867854575,3.86,service,20,0
9867854575,9867854576,3.86,service,20,0
9867854575,3739919754,4.55,service,20,0
3739919754,9867854575,4.55,service,20,0
3739919754,3739919753,44.99,service,20,0
3739919753,3739919754,44.99,service,20,0
3739919753,3739919750,13.27,service,20,0
3739919750,3739919753,13.27,service,20,0
3739919750,3739919748,9.98,service,20,0
3739919748,3739919750,9.98,service,20,0
3739919748,3739919746,8.93,service,20,0
3739919746,3739919748,8.93,service,20,0
3739919746,3739919745,10.30,service,20,0
3739919745,3739919746,10.30,service,20,0
3739919745,3739919743,7.23,service,20,0
3739919743,3739919745,7.23,service,20,0
3739919743,3739919736,53.59,service,20,0
3739919736,3739919743,53.59,service,20,0
3739919736,3739919735,11.50,service,20,0
3739919735,3739919736,11.50,service,20,0
3739919843,3739919832,58.56,service,20,0
3739919832,3739919843,58.56,service,20,0
3739919832,9867854570,4.36,service,20,0
9867854570,3739919832,4.36,service,20,0
9867854570,3739919822,4.53,service,20,0
3739919822,9867854570,4.53,service,20,0
3739919822,9867854571,4.65,service,20,0
9867854571,3739919822,4.65,service,20,0
9867854571,3739919805,6.87,service,20,0
3739919805,9867854571,6.87,service,20,0
3739919805,9867854569,10.77,service,20,0
9867854569,3739919805,10.77,service,20,0
9867854569,9867854568,4.46,service,20,0
9867854568,9867854569,4.46,service,20,0
9867854568,9867854567,3.93,service,20,0
9867854567,9867854568,3.93,service,20,0
9867854567,3739919779,3.47,service,20,0
3739919779,9867854567,3.47,service,20,0
3739919779,3739919751,136.09,service,20,0
3739919751,3739919779,136.09,service,20,0
3739919751,3739919749,15.34,service,20,0
3739919749,3739919751,15.34,service,20,0
3739919749,3739919747,10.42,service,20,0
3739919747,3739919749,10.42,service,20,0
3739919747,3739919742,72.49,service,20,0
3739919742,3739919747,72.49,service,20,0
3739919742,3739919732,84.12,service,20,0
3739919732,3739919742,84.12,service,20,0
3739919732,9867854588,6.66,service,20,0
9867854588,3739919732,6.66,service,20,0
9867854588,3739919731,5.39,service,20,0
3739919731,9867854588,5.39,service,20,0
3739919731,9867854589,5.67,service,20,0
9867854589,3739919731,5.67,service,20,0
9867854589,3739919733,5.65,service,20,0
3739919733,9867854589,5.65,service,20,0
3739919733,3739919736,29.67,service,20,0
3739919736,3739919733,29.67,service,20,0
3739919854,3739919851,15.85,service,20,0
3739919851,3739919854,15.85,service,20,0
3739919851,3739919850,9.78,service,20,0
3739919850,3739919851,9.78,service,20,0
3739919850,3739919848,11.35,service,20,0
3739919848,3739919850,11.35,service,20,0
3739919848,9867854572,10.51,service,20,0
9867854572,3739919848,10.51,service,20,0
9867854572,3739919844,9.27,service,20,0
3739919844,9867854572,9.27,service,20,0
3739919844,3739919843,10.12,service,20,0
3739919843,3739919844,10.12,service,20,0
3739919843,3739919793,59.73,service,20,0
3739919793,3739919843,59.73,service,20,0
3739919793,3739919761,51.39,service,20,0
3739919761,3739919793,51.39,service,20,0
3739919761,3739919760,14.62,service,20,0
3739919760,3739919761,14.62,service,20,0
3739919760,3739919759,26.32,service,20,0
3739919759,3739919760,26.32,service,20,0
3739919759,3739919755,13.82,service,20,0
3739919755,3739919759,13.82,service,20,0
3739919755,9867854573,9.63,service,20,0
9867854573,3739919755,9.63,service,20,0
9867854573,3739919756,9.29,service,20,0
3739919756,9867854573,9.29,service,20,0
3739919756,3739919757,9.91,service,20,0
3739919757,3739919756,9.91,service,20,0
3739919757,3739919758,11.68,service,20,0
3739919758,3739919757,11.68,service,20,0
3739919758,3739919762,127.06,service,20,0
3739919762,3739919758,127.06,service,20,0
3739919762,3739919847,105.40,service,20,0
3739919847,3739919762,105.40,service,20,0
3739919845,3739919853,58.28,service,20,0
3739919853,3739919845,58.28,service,20,0
3739919755,3739919749,79.21,service,20,0
3739919749,3739919755,79.21,service,20,0
3739919857,3739919859,32.86,service,20,0
3739919859,3739919857,32.86,service,20,0
3739919859,7244946434,39.86,service,20,0
7244946434,3739919859,39.86,service,20,0
7244946434,9867707066,6.14,service,20,0
9867707066,7244946434,6.14,service,20,0
9867707066,3739919860,4.02,service,20,0
3739919860,9867707066,4.02,service,20,0
3739919860,7244946439,5.71,service,20,0
7244946439,3739919860,5.71,service,20,0
7244946439,7244946433,120.48,service,20,0
7244946433,7244946439,120.48,service,20,0
7244946433,9869970744,9.14,service,20,0
9869970744,7244946433,9.14,service,20,0
9869970744,9869970745,12.13,service,20,0
9869970745,9869970744,12.13,service,20,0
9869970745,9869970740,14.52,service,20,0
9869970740,9869970745,14.52,service,20,0
9869970740,9869970748,7.89,service,20,0
9869970748,9869970740,7.89,service,20,0
9869970748,9869970743,7.21,service,20,0
9869970743,9869970748,7.21,service,20,0
9869970743,9869970746,8.58,service,20,0
9869970746,9869970743,8.58,service,20,0
9869970746,9869970747,10.56,service,20,0
9869970747,9869970746,10.56,service,20,0
9869970747,9869970742,16.55,service,20,0
9869970742,9869970747,16.55,service,20,0
9869970742,9869970741,8.29,service,20,0
9869970741,9869970742,8.29,service,20,0
9869970741,7244946438,8.57,service,20,0
7244946438,9869970741,8.57,service,20,0
7244946438,7244946437,123.35,service,20,0
7244946437,7244946438,123.35,service,20,0
7244946437,9867883801,52.26,service,20,0
9867883801,7244946437,52.26,service,20,0
9867883801,7244946436,13.20,service,20,0
7244946436,9867883801,13.20,service,20,0
7244946436,9869970737,16.23,service,20,0
9869970737,7244946436,16.23,service,20,0
9869970737,9869970738,12.72,service,20,0
9869970738,9869970737,12.72,service,20,0
9869970738,9710817931,31.86,service,20,0
9710817931,9869970738,31.86,service,20,0
9710817931,9869970736,19.14,service,20,0
9869970736,9710817931,19.14,service,20,0
9869970736,9869970735,42.01,service,20,0
9869970735,9869970736,42.01,service,20,0
9869970735,9869970734,45.57,service,20,0
9869970734,9869970735,45.57,service,20,0
9869970734,9869970733,38.35,service,20,0
9869970733,9869970734,38.35,service,20,0
9869970733,9869970725,12.44,service,20,0
9869970725,9869970733,12.44,service,20,0
9869970725,9869970726,14.17,service,20,0
9869970726,9869970725,14.17,service,20,0
9869970726,9869970727,19.37,service,20,0
9869970727,9869970726,19.37,service,20,0
9869970727,9869970728,13.83,service,20,0
9869970728,9869970727,13.83,service,20,0
9869970728,9869970732,51.73,service,20,0
9869970732,9869970728,51.73,service,20,0
9869970732,9869970729,13.46,service,20,0
9869970729,9869970732,13.46,service,20,0
9869970729,9869970730,5.95,service,20,0
9869970730,9869970729,5.95,service,20,0
9869970730,9869970731,7.06,service,20,0
9869970731,9869970730,7.06,service,20,0
3557609083,3739919725,15.20,service,20,0
3739919725,3557609083,15.20,service,20,0
3739919725,3739919735,43.52,service,20,0
3739919735,3739919725,43.52,service,20,0
3739919852,3739919853,18.73,service,20,0
3739919853,3739919852,18.73,service,20,0
3739919853,3739919859,310.09,service,20,0
3739919859,3739919853,310.09,service,20,0
3739919822,9867854566,5.22,service,20,0
9867854566,3739919822,5.22,service,20,0
9867854566,9867854565,5.73,service,20,0
9867854565,9867854566,5.73,service,20,0
9867854565,3739919826,4.07,service,20,0
3739919826,9867854565,4.07,service,20,0
3739919826,3739919846,62.76,service,20,0
3739919846,3739919826,62.76,service,20,0
412331976,9868032729,7.32,service,20,0
9868032729,412331976,7.32,service,20,0
9868032729,3739919858,18.87,service,20,0
3739919858,9868032729,18.87,service,20,0
3739919858,9867707071,3.41,service,20,0
9867707071,3739919858,3.41,service,20,0
9867707071,9867707067,3.67,service,20,0
9867707067,9867707071,3.67,service,20,0
9867707067,3739919857,2.49,service,20,0
3739919857,9867707067,2.49,service,20,0
3739919857,9867707070,23.46,service,20,0
9867707070,3739919857,23.46,service,20,0
9867707070,9867707069,3.02,service,20,0
9867707069,9867707070,3.02,service,20,0
9867707069,9867707068,2.77,service,20,0
9867707068,9867707069,2.77,service,20,0
9867707068,3739919855,3.36,service,20,0
3739919855,9867707068,3.36,service,20,0
3739919855,3739919854,177.95,service,20,0
3739919854,3739919855,177.95,service,20,0
3739919854,3739919845,121.28,service,20,0
3739919845,3739919854,121.28,service,20,0
3739919845,3739919842,30.37,service,20,0
3739919842,3739919845,30.37,service,20,0
3739927066,9867707099,14.01,service,20,0
9867707099,3739927066,14.01,service,20,0
9867707099,9867707098,2.00,service,20,0
9867707098,9867707099,2.00,service,20,0
9867707098,3739927064,2.07,service,20,0
3739927064,9867707098,2.07,service,20,0
3739927064,3739927068,1.77,service,20,0
3739927068,3739927064,1.77,service,20,0
3739927068,3739927105,61.29,service,20,0
3739927105,3739927068,61.29,service,20,0
3739927105,9867707097,3.38,service,20,0
9867707097,3739927105,3.38,service,20,0
9867707097,3739927119,2.55,service,20,0
3739927119,9867707097,2.55,service,20,0
3739927119,9867707096,8.18,service,20,0
9867707096,3739927119,8.18,service,20,0
9867707096,9867707094,1.82,service,20,0
9867707094,9867707096,1.82,service,20,0
9867707094,9867707095,1.96,service,20,0
9867707095,9867707094,1.96,service,20,0
9867707095,3739927351,1.96,service,20,0
3739927351,9867707095,1.96,service,20,0
3739927351,9867707093,11.74,service,20,0
9867707093,3739927351,11.74,service,20,0
9867707093,3739927362,1.46,service,20,0
3739927362,9867707093,1.46,service,20,0
3739927362,9867707091,1.43,service,20,0
9867707091,3739927362,1.43,service,20,0
9867707091,9867707092,2.07,service,20,0
9867707092,9867707091,2.07,service,20,0
9867707092,9867707090,16.14,service,20,0
9867707090,9867707092,16.14,service,20,0
9867707090,9867707089,1.89,service,20,0
9867707089,9867707090,1.89,service,20,0
9867707089,9867707088,1.93,service,20,0
9867707088,9867707089,1.93,service,20,0
9867707088,3739927386,1.99,service,20,0
3739927386,9867707088,1.99,service,20,0
3739927386,9867707087,13.77,service,20,0
9867707087,3739927386,13.77,service,20,0
9867707087,9867707086,1.79,service,20,0
9867707086,9867707087,1.79,service,20,0
9867707086,9867707085,1.45,service,20,0
9867707085,9867707086,1.45,service,20,0
9867707085,3739927375,1.36,service,20,0
3739927375,9867707085,1.36,service,20,0
3739927375,9867707084,7.13,service,20,0
9867707084,3739927375,7.13,service,20,0
9867707084,3739927396,0.88,service,20,0
3739927396,9867707084,0.88,service,20,0
3739927396,9867707083,1.59,service,20,0
9867707083,3739927396,1.59,service,20,0
9867707083,9867707080,11.32,service,20,0
9867707080,9867707083,11.32,service,20,0
9867707080,3739927402,1.47,service,20,0
3739927402,9867707080,1.47,service,20,0
3739927402,9867707081,1.40,service,20,0
9867707081,3739927402,1.40,service,20,0
9867707081,9867707082,1.30,service,20,0
9867707082,9867707081,1.30,service,20,0
9867707082,3739927400,9.22,service,20,0
3739927400,9867707082,9.22,service,20,0
3739927400,9867707078,1.57,service,20,0
9867707078,3739927400,1.57,service,20,0
9867707078,9867707079,1.42,service,20,0
9867707079,9867707078,1.42,service,20,0
9867707079,3739927379,1.97,service,20,0
3739927379,9867707079,1.97,service,20,0
3739927379,9867707076,1.45,service,20,0
9867707076,3739927379,1.45,service,20,0
9867707076,9867707075,1.26,service,20,0
9867707075,9867707076,1.26,service,20,0
9867707075,9867707077,1.54,service,20,0
9867707077,9867707075,1.54,service,20,0
9867707077,9867707074,26.87,service,20,0
9867707074,9867707077,26.87,service,20,0
9867707074,9867707073,1.84,service,20,0
9867707073,9867707074,1.84,service,20,0
9867707073,9867707072,1.69,service,20,0
9867707072,9867707073,1.69,service,20,0
9867707072,3739927404,2.04,service,20,0
3739927404,9867707072,2.04,service,20,0
3739927404,3739927389,5.34,service,20,0
3739927389,3739927404,5.34,service,20,0
9867712738,11021381722,4.06,service,20,0
11021381722,9867712738,4.06,service,20,0
11021381722,3739927056,64.75,service,20,0
3739927056,11021381722,64.75,service,20,0
3739927403,3739927389,15.32,service,20,0
3739927389,3739927403,15.32,service,20,0
3739927389,3739927338,39.01,service,20,0
3739927338,3739927389,39.01,service,20,0
3739927075,3739927074,4.34,service,20,0
3739927074,3739927075,4.34,service,20,0
3739927074,3739927079,4.37,service,20,0
3739927079,3739927074,4.37,service,20,0
3739927079,3739927081,4.45,service,20,0
3739927081,3739927079,4.45,service,20,0
3739927081,3739927083,4.57,service,20,0
3739927083,3739927081,4.57,service,20,0
3739927083,3739927090,4.68,service,20,0
3739927090,3739927083,4.68,service,20,0
3739927090,3739927098,4.81,service,20,0
3739927098,3739927090,4.81,service,20,0
3739927098,3739927108,4.89,service,20,0
3739927108,3739927098,4.89,service,20,0
3739927108,3739927116,4.94,service,20,0
3739927116,3739927108,4.94,service,20,0
3739927116,3739927330,4.95,service,20,0
3739927330,3739927116,4.95,service,20,0
3739927330,3739927339,4.89,service,20,0
3739927339,3739927330,4.89,service,20,0
3739927339,3739927348,4.80,service,20,0
3739927348,3739927339,4.80,service,20,0
3739927348,3739927358,4.68,service,20,0
3739927358,3739927348,4.68,service,20,0
3739927358,3739927361,4.56,service,20,0
3739927361,3739927358,4.56,service,20,0
3739927361,3739927365,4.45,service,20,0
3739927365,3739927361,4.45,service,20,0
3739927365,3739927367,4.37,service,20,0
3739927367,3739927365,4.37,service,20,0
3739927367,3739927368,4.34,service,20,0
3739927368,3739927367,4.34,service,20,0
3739927368,3739927364,4.37,service,20,0
3739927364,3739927368,4.37,service,20,0
3739927364,3739927360,4.45,service,20,0
3739927360,3739927364,4.45,service,20,0
3739927360,3739927357,4.57,service,20,0
3739927357,3739927360,4.57,service,20,0
3739927357,3739927347,4.68,service,20,0
3739927347,3739927357,4.68,service,20,0
3739927347,3739927338,4.81,service,20,0
3739927338,3739927347,4.81,service,20,0
3739927338,3739927329,4.89,service,20,0
3739927329,3739927338,4.89,service,20,0
3739927329,3739927115,4.94,service,20,0
3739927115,3739927329,4.94,service,20,0
3739927115,3739927107,4.95,service,20,0
3739927107,3739927115,4.95,service,20,0
3739927107,3739927097,4.89,service,20,0
3739927097,3739927107,4.89,service,20,0
3739927097,3739927089,4.80,service,20,0
3739927089,3739927097,4.80,service,20,0
3739927089,3739927082,4.68,service,20,0
3739927082,3739927089,4.68,service,20,0
3739927082,3739927080,4.56,service,20,0
3739927080,3739927082,4.56,service,20,0
3739927080,3739927078,4.45,service,20,0
3739927078,3739927080,4.45,service,20,0
3739927078,3739927075,4.37,service,20,0
3739927075,3739927078,4.37,service,20,0
412332065,3739927058,20.48,service,20,0
3739927058,412332065,20.48,service,20,0
3739927058,9867707107,5.84,service,20,0
9867707107,3739927058,5.84,service,20,0
9867707107,3739927057,7.08,service,20,0
