+id,lat,lon
280740794,28.6122584,77.1749017
280740802,28.612695,77.1748975
280740804,28.6130034,77.1749076
280740818,28.6140983,77.1748246
280740821,28.6143096,77.174861
280740845,28.6152242,77.1752872
280740860,28.6154792,77.1754342
280740913,28.6178368,77.1764279
280740915,28.6194936,77.1766091
280740936,28.6235362,77.1803866
280740982,28.625903,77.1840972
280740984,28.6264668,77.1847198
280740985,28.6286505,77.1865357
280740987,28.6294466,77.187128
280740990,28.6318966,77.1885908
280741016,28.6333251,77.1891424
280741019,28.6337983,77.1893751
280741136,28.5950421,77.1664489
280741138,28.6106405,77.1908201
280741140,28.6303442,77.1681861
280741141,28.6056538,77.149016
301037178,28.6016583,77.2050997
301037179,28.6070136,77.2054186
301037180,28.6078356,77.205057
301037181,28.6008952,77.205303
301037183,28.6008201,77.2048783
301037184,28.6015464,77.2048387
301037185,28.6012475,77.2054475
301037187,28.6076758,77.2058778
301037189,28.6081658,77.2054848
301037190,28.6076849,77.2049877
301037191,28.6072691,77.2052123
301037192,28.6010684,77.1814505
301037193,28.601423,77.1811029
301037196,28.6320164,77.1741329
301037197,28.631924,77.1742012
301037198,28.6318677,77.1743619
301037199,28.6318075,77.1748079
301037200,28.6316869,77.1750651
301037201,28.6315032,77.1752243
301037202,28.6312915,77.1753464
301037203,28.6237667,77.1803878
301037204,28.6266193,77.1770607
301037205,28.6286406,77.1757777
301037207,28.6335569,77.1736159
301037211,28.6331041,77.1742541
301037212,28.6240179,77.1804347
301037213,28.6238733,77.1806276
301037214,28.6240231,77.180299
301037215,28.6239189,77.1803631
301037216,28.625346,77.1784519
301037217,28.6254018,77.178507
301037218,28.6247177,77.1793907
301037219,28.6252066,77.1787232
301037220,28.6258606,77.1775947
301037221,28.6270624,77.1766254
301037222,28.6286797,77.1758615
301037223,28.6283285,77.175862
301037224,28.6300011,77.1756032
301037225,28.6305244,77.175532
301037227,28.6251393,77.178922
301037243,28.6308962,77.175482
301037244,28.6309875,77.1755731
301037246,28.6193493,77.1765639
301037247,28.6186359,77.1764707
307369202,28.6076939,77.1410827
308882923,28.6011716,77.2176939
308882940,28.6062004,77.2179856
308883156,28.600934,77.2178379
308883222,28.6009605,77.2175704
308883223,28.6006682,77.2172213
308883224,28.6005394,77.2172102
308883227,28.6002424,77.2174168
308883228,28.6001815,77.2176483
308883229,28.6001942,77.2177694
308883230,28.6002719,77.2179421
308883231,28.6006526,77.2180952
308883232,28.6008119,77.2180133
308883233,28.6009081,77.2178935
308883582,28.6003114,77.2173235
308883583,28.5978666,77.2115405
308884181,28.6008619,77.2052465
308884276,28.5915016,77.2096655
308884530,28.5915512,77.212684
308884531,28.5974278,77.2112793
308884532,28.6004293,77.2113736
308884930,28.6044481,77.2114883
308884933,28.6044378,77.2116566
308884938,28.6042895,77.2118933
308884939,28.6041894,77.2119485
308884941,28.604017,77.2119617
308884943,28.6037265,77.2116804
308884945,28.6037066,77.2115409
308884948,28.603728,77.2114016
308884951,28.6038704,77.2111921
308884952,28.6040333,77.2111226
308884953,28.6042597,77.2111727
308884954,28.6043281,77.2112278
308885274,28.6043708,77.2118069
308885275,28.6065466,77.2171072
308885894,28.6014453,77.2053428
308886251,28.6078112,77.205824
308887236,28.6047117,77.198888
308887717,28.606885,77.2036762
308887829,28.6082359,77.204325
308887830,28.6072395,77.2034354
308887831,28.6064985,77.203914
308887832,28.6064516,77.205387
308888616,28.6112433,77.1975628
308888617,28.6111583,77.1975427
308888618,28.6110153,77.1974334
308888619,28.6109383,77.197258
308888620,28.6109317,77.1971594
308888621,28.6110418,77.1968949
308888622,28.6111153,77.1968371
308888624,28.6111996,77.1968032
308888625,28.6112887,77.1967958
308888626,28.6113573,77.1968086
308888627,28.6114805,77.1968803
308888628,28.6115298,77.1969361
308888629,28.6115953,77.1970831
308888630,28.6115995,77.1972553
308888631,28.6115761,77.1973378
308888632,28.6114915,77.1974682
308888633,28.6113758,77.197544
308888861,28.6114945,77.1930183
308888862,28.6106308,77.1910499
308890384,28.5981889,77.2190372
308892881,28.5902105,77.2196795
309640587,28.6243073,77.1998516
309640589,28.6267001,77.1957717
309640792,28.6271701,77.1945549
309640793,28.6283998,77.1924634
309640794,28.6287925,77.1918782
309640795,28.6298219,77.1910594
309640796,28.6304568,77.1907951
309642857,28.6336257,77.1898049
309647168,28.5957644,77.1691266
309647191,28.5902335,77.1687869
309858208,28.5795265,77.1898114
309858212,28.5795416,77.190057
309858221,28.5792922,77.1901268
309858909,28.5848568,77.1929435
309858910,28.5818169,77.1910264
309859083,28.585022,77.1926479
309859084,28.585075,77.1926296
309859085,28.5851303,77.192624
309859086,28.5853528,77.1927641
309859087,28.5853879,77.1928558
309859088,28.5853937,77.1928901
309859089,28.5853179,77.1931475
309859090,28.585252,77.193203
309859092,28.5851731,77.1932352
309859094,28.5848972,77.1930955
309859421,28.5951719,77.1960587
309859561,28.5959305,77.1981416
309859562,28.5957397,77.1978698
309859563,28.595666,77.1976004
309859564,28.5955666,77.1972196
309859566,28.595431,77.1959048
309859568,28.5955063,77.1954413
309859569,28.5956001,77.1950695
309859570,28.595682,77.1947203
309859571,28.5957755,77.1944357
309861003,28.5980917,77.1872653
309861440,28.5997499,77.1833137
309862762,28.5819819,77.1827568
309862763,28.5849719,77.1843615
309862764,28.5851364,77.184521
309862880,28.5858653,77.1838713
309862882,28.5865149,77.1831831
309862883,28.5871932,77.1827505
309862884,28.5877228,77.1825756
309862885,28.5883874,77.1825393
309862886,28.5892199,77.1827813
309862890,28.5900447,77.1830944
309862909,28.5893592,77.1831757
309863087,28.5866278,77.1889232
309863572,28.5888065,77.1952181
309863573,28.5875781,77.1969176
309863574,28.5861385,77.1988573
309863575,28.5858521,77.1990805
309863577,28.5816086,77.2003747
309863580,28.581958,77.1951635
309863581,28.5846236,77.1954499
309864520,28.5833188,77.1865725
309865945,28.5812435,77.1819814
309865946,28.5815572,77.1824329
314505969,28.5828134,77.2123185
314505970,28.5834334,77.2124326
314505971,28.5841233,77.2124011
314505972,28.5791381,77.2112575
314505973,28.578414,77.2111538
314505984,28.5817769,77.1892748
314505985,28.5815134,77.1907101
314505986,28.5818328,77.1909048
315999024,28.5891609,77.1536196
315999026,28.5931653,77.1626295
315999027,28.58146,77.1742986
316066079,28.5866695,77.1483397
316066090,28.5890211,77.1538257
316066094,28.5939507,77.1655499
316376860,28.5826805,77.1696479
316376864,28.5816655,77.1744857
316376871,28.5922418,77.160607
316376874,28.5922042,77.1602204
316376880,28.5927928,77.1588527
316463551,28.5947585,77.1672123
316463556,28.5958879,77.1690725
316463562,28.6019587,77.1805555
333691129,28.6231998,77.1800909
345234471,28.6359205,77.2018833
345234473,28.6358276,77.2018164
345277871,28.5810319,77.1950832
345277872,28.5796155,77.1951238
345277874,28.5813259,77.1951358
355435728,28.5836153,77.2124272
355435732,28.6232092,77.1982308
